Name,Team,Pos,G,GS,Inn,Throwing,Blocking,Framing,Arm,Range,FRV,NameASCII,PlayerId,MLBAMID
"Jason Kipnis","CLE","2B",75,74,620.2,,,,0,-1,-2,"Jason Kipnis",9776,543401
"Andrew McCutchen","PIT","CF",139,139,1188.1,,,,1,-3,-2,"Andrew McCutchen",9847,457705
"Austin Jackson","CLE","LF",38,29,254.2,,,,0,-2,-2,"Austin Jackson",9848,457706
"Scooter Gennett","CIN","RF",6,4,41.1,,,,-1,-1,-2,"Scooter Gennett",10339,571697
"Tommy Joseph","PHI","1B",130,125,1047.2,,,,0,-2,-2,"Tommy Joseph",10349,571830
"Corey Dickerson","TBR","LF",93,87,753,,,,-3,1,-2,"Corey Dickerson",10762,572816
"Greg Garcia","STL","2B",34,21,217.2,,,,0,0,-2,"Greg Garcia",10951,594824
"Josh Rutledge","BOS","3B",20,15,138.2,,,,0,-2,-2,"Josh Rutledge",11167,592710
"Mike Freeman","CHC","SS",10,4,54.2,,,,0,-2,-2,"Mike Freeman",11241,502273
"Jabari Blash","SDP","RF",33,29,264,,,,0,-2,-2,"Jabari Blash",11247,518466
"Matt Szczur","- - -","LF",49,14,180,,,,-1,-1,-2,"Matt Szczur",11255,519333
"Manny Machado","BAL","3B",156,156,1370,,,,0,-5,-2,"Manny Machado",11493,592518
"Nick Castellanos","DET","RF",21,20,173,,,,0,-2,-2,"Nick Castellanos",11737,592206
"Drew Robinson","TEX","3B",20,17,127.1,,,,0,-1,-2,"Drew Robinson",11761,592685
"Ben Gamel","SEA","RF",50,45,421.2,,,,1,-3,-2,"Ben Gamel",12160,592325
"Maikel Franco","PHI","3B",144,143,1251,,,,0,-1,-2,"Maikel Franco",12179,596748
"Kevan Smith","CHW","C",79,70,622.2,-2,0,0,,,-2,"Kevan Smith",12284,607345
"Cory Spangenberg","SDP","LF",32,25,206,,,,-1,-1,-2,"Cory Spangenberg",12294,605486
"Jace Peterson","ATL","LF",25,18,152.1,,,,-1,-1,-2,"Jace Peterson",12325,607054
"Jace Peterson","ATL","SS",4,4,34,,,,0,-2,-2,"Jace Peterson",12325,607054
"Kolten Wong","STL","2B",106,99,880,,,,0,-2,-2,"Kolten Wong",12532,543939
"Tyler Collins","DET","RF",17,15,128.2,,,,1,-3,-2,"Tyler Collins",12723,607385
"Brian Goodwin","WSN","CF",34,31,275.2,,,,-1,-1,-2,"Brian Goodwin",12858,571718
"Brian Goodwin","WSN","LF",31,22,197,,,,0,-2,-2,"Brian Goodwin",12858,571718
"Norichika Aoki","- - -","RF",47,31,303.1,,,,0,-1,-2,"Norichika Aoki",13075,493114
"Jorge Polanco","MIN","SS",130,127,1119.2,,,,0,0,-2,"Jorge Polanco",13152,593871
"Cameron Perkins","PHI","RF",12,6,61.1,,,,0,-2,-2,"Cameron Perkins",13444,573088
"Mallex Smith","TBR","CF",51,47,406.1,,,,-2,0,-2,"Mallex Smith",13608,605480
"Jeimer Candelario","- - -","3B",36,32,288.1,,,,0,-2,-2,"Jeimer Candelario",13621,600869
"Patrick Kivlehan","CIN","RF",29,15,148,,,,-1,-1,-2,"Patrick Kivlehan",13910,623182
"Joey Gallo","TEX","1B",59,52,458.1,,,,0,-2,-2,"Joey Gallo",14128,608336
"Joey Gallo","TEX","3B",72,66,586,,,,0,-2,-2,"Joey Gallo",14128,608336
"Mac Williamson","SFG","RF",12,11,92,,,,-1,-1,-2,"Mac Williamson",14158,607776
"Carlos Correa","HOU","SS",108,108,946,,,,0,-3,-2,"Carlos Correa",14162,621043
"Jorge Soler","KCR","RF",15,13,117,,,,-1,-1,-2,"Jorge Soler",14221,624585
"Chad Pinder","OAK","2B",16,13,117,,,,0,-1,-2,"Chad Pinder",15191,640461
"Chad Pinder","OAK","RF",35,28,241.2,,,,-1,0,-2,"Chad Pinder",15191,640461
"Franklin Barreto","OAK","2B",10,7,68,,,,0,-1,-2,"Franklin Barreto",15519,620439
"Cody Bellinger","LAD","1B",93,83,749,,,,0,-3,-2,"Cody Bellinger",15998,641355
"Trea Turner","WSN","SS",95,95,846.2,,,,0,0,-2,"Trea Turner",16252,607208
"Christian Arroyo","SFG","3B",22,21,194,,,,0,-1,-2,"Christian Arroyo",16434,624414
"Gavin Cecchini","NYM","2B",20,18,155.2,,,,0,-1,-2,"Gavin Cecchini",17005,608325
"Andrew Benintendi","BOS","LF",123,116,1078.1,,,,2,-4,-2,"Andrew Benintendi",17901,643217
"Ian Happ","CHC","RF",14,8,73,,,,-1,-1,-2,"Ian Happ",17919,664023
"Brian Anderson","MIA","3B",25,21,198,,,,0,-2,-2,"Brian Anderson",18289,605119
"Hyun Soo Kim","PHI","RF",11,7,65.2,,,,-1,-1,-2,"Hyun Soo Kim",18718,547957
"Jayson Werth","WSN","RF",16,16,129,,,,0,-3,-3,"Jayson Werth",1327,150029
"Matt Joyce","OAK","RF",115,103,907,,,,-3,1,-3,"Matt Joyce",3353,459964
"Howie Kendrick","- - -","LF",62,54,458.2,,,,-2,-1,-3,"Howie Kendrick",4229,435062
"John Jaso","PIT","RF",46,34,311.1,,,,0,-2,-3,"John Jaso",5887,444379
"Nick Markakis","ATL","RF",156,153,1354,,,,-2,-1,-3,"Nick Markakis",5930,455976
"Eduardo Núñez","- - -","SS",16,15,123,,,,0,-2,-3,"Eduardo Nunez",6848,456488
"Mark Reynolds","COL","1B",138,132,1173,,,,0,-4,-3,"Mark Reynolds",7619,448602
"José A. Martínez","STL","LF",24,20,180.1,,,,0,-3,-3,"Jose A. Martinez",7996,500874
"Kurt Suzuki","ATL","C",77,71,641.1,-3,0,0,,,-3,"Kurt Suzuki",8259,435559
"Tyler Flowers","ATL","C",85,85,745,-3,0,0,,,-3,"Tyler Flowers",9134,452095
"Chris Davis","BAL","1B",125,124,1093,,,,0,-4,-3,"Chris Davis",9272,448801
"Chris Herrmann","ARI","LF",22,17,149,,,,-1,-2,-3,"Chris Herrmann",9284,543302
"Adam Rosales","- - -","SS",65,59,514,,,,0,-2,-3,"Adam Rosales",9682,489267
"Ryan Goins","TOR","SS",87,75,670.1,,,,0,-2,-3,"Ryan Goins",9807,572365
"Cheslor Cuthbert","KCR","3B",44,29,281,,,,0,-3,-3,"Cheslor Cuthbert",10473,596144
"Jabari Blash","SDP","LF",18,17,130,,,,0,-3,-3,"Jabari Blash",11247,518466
"Mark Canha","OAK","CF",19,16,124,,,,-2,-1,-3,"Mark Canha",11445,592192
"Mark Canha","OAK","RF",22,16,134.1,,,,0,-2,-3,"Mark Canha",11445,592192
"Christian Yelich","MIA","CF",155,155,1368.2,,,,-2,0,-3,"Christian Yelich",11477,592885
"Miguel Sanó","MIN","3B",82,79,697.2,,,,0,-2,-3,"Miguel Sano",12164,593934
"Tommy La Stella","CHC","2B",21,13,133.1,,,,0,-3,-3,"Tommy La Stella",12371,600303
"Taylor Motter","SEA","SS",39,31,287,,,,0,-2,-3,"Taylor Motter",12399,600301
"Alen Hanson","- - -","RF",20,12,120.1,,,,0,-3,-3,"Alen Hanson",12926,593700
"Teoscar Hernández","TOR","LF",18,16,146,,,,0,-3,-3,"Teoscar Hernandez",13066,606192
"Yoenis Cespedes","NYM","LF",74,74,630.2,,,,3,-7,-3,"Yoenis Cespedes",13110,493316
"Nicky Delmonico","CHW","LF",27,25,221.1,,,,-1,-2,-3,"Nicky Delmonico",13157,547170
"Rio Ruiz","ATL","3B",41,40,337.1,,,,0,-2,-3,"Rio Ruiz",14103,547004
"Daniel Robertson","TBR","3B",17,10,96,,,,0,-2,-3,"Daniel Robertson",14145,621002
"Nick Williams","PHI","RF",58,56,484.2,,,,1,-4,-3,"Nick Williams",14330,608384
"Nomar Mazara","TEX","LF",47,43,373.2,,,,1,-4,-3,"Nomar Mazara",14553,608577
"Allen Córdoba","SDP","SS",28,15,159.1,,,,0,-3,-3,"Allen Cordoba",15722,642707
"Paul DeJong","STL","2B",20,19,158,,,,0,-3,-3,"Paul DeJong",18015,657557
"Chase Utley","LAD","2B",80,68,573.2,,,,0,-4,-4,"Chase Utley",1679,400284
"Darwin Barney","TOR","2B",73,58,511.2,,,,0,-3,-4,"Darwin Barney",2430,446381
"Yonder Alonso","- - -","1B",135,121,1070,,,,0,-3,-4,"Yonder Alonso",2530,475174
"Miguel Montero","- - -","C",56,50,412.1,-4,0,0,,,-4,"Miguel Montero",3364,471083
"Eric Hosmer","KCR","1B",157,155,1338,,,,0,-4,-4,"Eric Hosmer",3516,543333
"Ryan Zimmerman","WSN","1B",143,131,1162,,,,0,-3,-4,"Ryan Zimmerman",4220,475582
"Brian McCann","HOU","C",95,94,827.1,-4,0,0,,,-4,"Brian McCann",4810,435263
"Alex Presley","DET","RF",36,29,259.2,,,,-2,-2,-4,"Alex Presley",5305,502100
"Eduardo Núñez","SFG","LF",19,17,152.2,,,,0,-4,-4,"Eduardo Nunez",6848,456488
"Chris Coghlan","TOR","3B",18,13,111.1,,,,0,-3,-4,"Chris Coghlan",6878,458085
"Ian Desmond","COL","LF",66,64,557.1,,,,-1,-2,-4,"Ian Desmond",6885,435622
"Travis d'Arnaud","NYM","C",93,88,771.1,-4,0,0,,,-4,"Travis d'Arnaud",7739,518595
"Tim Beckham","- - -","SS",119,118,1047.1,,,,0,-3,-4,"Tim Beckham",7949,542921
"Logan Morrison","TBR","1B",126,119,1077.2,,,,0,-3,-4,"Logan Morrison",9205,489149
"Matt Adams","- - -","1B",62,58,515,,,,0,-4,-4,"Matt Adams",9393,571431
"Matt Adams","- - -","LF",19,18,129.1,,,,0,-3,-4,"Matt Adams",9393,571431
"Ryan Schimpf","SDP","3B",50,46,398,,,,0,-4,-4,"Ryan Schimpf",9953,572114
"Wil Myers","SDP","1B",154,153,1333,,,,0,-4,-4,"Wil Myers",10047,571976
"Scooter Gennett","CIN","2B",99,87,769.1,,,,0,-4,-4,"Scooter Gennett",10339,571697
"César Hernández","PHI","2B",127,124,1096.1,,,,0,-3,-4,"Cesar Hernandez",10556,514917
"Evan Gattis","HOU","C",49,47,413.2,-4,0,0,,,-4,"Evan Gattis",11003,594828
"Dixon Machado","DET","SS",32,25,230,,,,0,-2,-4,"Dixon Machado",11472,553988
"Bryce Harper","WSN","RF",110,109,938,,,,1,-6,-4,"Bryce Harper",11579,547180
"Joe Panik","SFG","2B",137,131,1191,,,,0,-4,-4,"Joe Panik",11936,605412
"Jorge Bonifacio","KCR","RF",92,82,743,,,,-1,-3,-4,"Jorge Bonifacio",12174,593528
"Brad Miller","TBR","2B",98,87,789.2,,,,0,-4,-4,"Brad Miller",12775,543543
"José Osuna","PIT","RF",25,19,158.2,,,,0,-3,-4,"Jose Osuna",12937,591741
"Rob Refsnyder","- - -","2B",20,12,119,,,,0,-2,-4,"Rob Refsnyder",13770,608701
"Jaycob Brugman","OAK","CF",40,37,315.2,,,,-2,-3,-4,"Jaycob Brugman",14936,595144
"Andrew Knapp","PHI","C",53,51,448.1,-4,0,0,,,-4,"Andrew Knapp",14942,595284
"Ryon Healy","OAK","3B",34,31,260,,,,0,-4,-4,"Ryon Healy",15447,592387
"Franklin Barreto","OAK","SS",11,9,89,,,,0,-4,-4,"Franklin Barreto",15519,620439
"Dominic Smith","NYM","1B",46,44,378,,,,0,-4,-4,"Dominic Smith",15653,642086
"Kyle Schwarber","CHC","LF",110,101,821,,,,2,-6,-4,"Kyle Schwarber",16478,656941
"Yoán Moncada","CHW","2B",54,54,467.1,,,,0,-2,-4,"Yoan Moncada",17232,660162
"Lucas Duda","- - -","1B",93,90,792,,,,0,-4,-5,"Lucas Duda",2502,446263
"Curtis Granderson","- - -","CF",65,58,473.1,,,,0,-5,-5,"Curtis Granderson",4747,434158
"Justin Upton","- - -","LF",151,151,1287.2,,,,-3,-2,-5,"Justin Upton",5222,457708
"Pablo Sandoval","- - -","3B",67,62,518.2,,,,0,-5,-5,"Pablo Sandoval",5409,467055
"Logan Forsythe","LAD","2B",80,68,587.2,,,,0,-6,-5,"Logan Forsythe",7185,523253
"Adam Lind","WSN","LF",25,25,197.1,,,,-1,-4,-5,"Adam Lind",8027,452252
"Hunter Pence","SFG","RF",125,120,1047.1,,,,-1,-4,-5,"Hunter Pence",8252,452254
"Daniel Descalso","ARI","2B",45,37,335.1,,,,0,-5,-5,"Daniel Descalso",8392,518614
"Ben Gamel","SEA","LF",85,82,712,,,,-2,-3,-5,"Ben Gamel",12160,592325
"Adonis García","ATL","3B",39,39,340.2,,,,0,-4,-5,"Adonis Garcia",13777,611177
"Nick Williams","PHI","CF",16,12,111.1,,,,-2,-3,-5,"Nick Williams",14330,608384
"Trey Mancini","BAL","LF",88,85,729.1,,,,0,-5,-5,"Trey Mancini",15149,641820
"Amed Rosario","NYM","SS",45,43,374.2,,,,0,-5,-5,"Amed Rosario",15518,642708
"Yasmany Tomás","ARI","LF",42,42,342.1,,,,-2,-3,-5,"Yasmany Tomas",17171,630111
"José Bautista","TOR","RF",143,140,1242.2,,,,0,-6,-6,"Jose Bautista",1887,430832
"Zack Cozart","CIN","SS",112,112,968,,,,0,-6,-6,"Zack Cozart",2616,446359
"Chris Owings","ARI","SS",54,51,433.2,,,,0,-4,-6,"Chris Owings",10030,572008
"Domingo Santana","MIL","RF",144,138,1211.1,,,,0,-5,-6,"Domingo Santana",10348,570267
"Joc Pederson","LAD","CF",92,72,655.2,,,,0,-6,-6,"Joc Pederson",11899,592626
"Jake Lamb","ARI","3B",144,143,1264,,,,0,-5,-6,"Jake Lamb",13329,571875
"Ryon Healy","OAK","1B",39,38,307.1,,,,0,-5,-6,"Ryon Healy",15447,592387
"Rafael Devers","BOS","3B",56,56,507.2,,,,0,-5,-6,"Rafael Devers",17350,646240
"José Reyes","NYM","SS",80,71,630.1,,,,0,-6,-7,"Jose Reyes",1736,408314
"Dexter Fowler","STL","CF",109,108,933.1,,,,0,-7,-7,"Dexter Fowler",4062,451594
"Wilmer Flores","NYM","3B",55,49,425.2,,,,0,-6,-7,"Wilmer Flores",5827,527038
"Mark Trumbo","BAL","RF",31,31,249,,,,-1,-7,-7,"Mark Trumbo",6876,444432
"Ezequiel Carrera","TOR","LF",91,50,495,,,,-1,-6,-7,"Ezequiel Carrera",9048,485567
"Khris Davis","OAK","LF",116,115,993,,,,-8,1,-7,"Khris Davis",9112,501981
"Cory Spangenberg","SDP","3B",96,86,766,,,,0,-7,-7,"Cory Spangenberg",12294,605486
"Josh Bell","PIT","1B",147,139,1186.1,,,,0,-5,-7,"Josh Bell",13145,605137
"Adam Frazier","PIT","2B",42,35,305.2,,,,0,-7,-7,"Adam Frazier",15223,624428
"Melky Cabrera","- - -","LF",104,103,878,,,,1,-9,-8,"Melky Cabrera",4022,466320
"Asdrúbal Cabrera","NYM","SS",45,44,386.2,,,,0,-7,-8,"Asdrubal Cabrera",4962,452678
"Stephen Vogt","- - -","C",81,69,585.1,-8,0,0,,,-8,"Stephen Vogt",5000,519390
"Charlie Blackmon","COL","CF",158,158,1366.1,,,,-4,-5,-8,"Charlie Blackmon",7859,453568
"Derek Dietrich","MIA","3B",103,93,817.1,,,,0,-8,-8,"Derek Dietrich",10542,518618
"Tim Anderson","CHW","SS",145,145,1264,,,,0,-7,-8,"Tim Anderson",15172,641313
"Paul DeJong","STL","SS",86,85,747.1,,,,0,-8,-8,"Paul DeJong",18015,657557
"Brandon Phillips","- - -","2B",112,111,946,,,,0,-10,-9,"Brandon Phillips",791,408252
"Erick Aybar","SDP","SS",99,93,793,,,,0,-8,-9,"Erick Aybar",4082,430947
"J.D. Martinez","- - -","RF",113,112,945.2,,,,-3,-6,-9,"J.D. Martinez",6184,502110
"Steve Pearce","TOR","LF",85,77,637,,,,-1,-8,-9,"Steve Pearce",9957,456665
"Nick Castellanos","DET","3B",129,128,1098.1,,,,0,-9,-9,"Nick Castellanos",11737,592206
"Marcus Semien","OAK","SS",85,85,747,,,,0,-6,-9,"Marcus Semien",12533,543760
"Shin-Soo Choo","TEX","RF",77,75,647.2,,,,-1,-9,-10,"Shin-Soo Choo",3174,425783
"Didi Gregorius","NYY","SS",135,132,1174.2,,,,0,-7,-10,"Didi Gregorius",6012,544369
"Adam Jones","BAL","CF",147,147,1267,,,,-1,-9,-10,"Adam Jones",6368,430945
"Daniel Murphy","WSN","2B",139,136,1196,,,,0,-11,-13,"Daniel Murphy",4316,502517
"Denard Span","SFG","CF",123,116,1039.1,,,,-5,-9,-14,"Denard Span",8347,452655
"Matt Kemp","ATL","LF",103,102,851.2,,,,-3,-15,-18,"Matt Kemp",5631,461314
"Neftalí Feliz","- - -","P",49,0,46,,,,,,,"Neftali Feliz",18,491703
"Xavier Cedeño","TBR","P",9,0,3,,,,,,,"Xavier Cedeno",36,458584
"Bartolo Colon","- - -","P",28,28,143,,,,,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY","P",27,27,148.2,,,,,,,"CC Sabathia",404,282332
"Fernando Rodney","ARI","P",61,0,55.1,,,,,,,"Fernando Rodney",494,407845
"Jason Grilli","- - -","P",46,0,40,,,,,,,"Jason Grilli",521,276351
"Bronson Arroyo","CIN","P",14,14,71,,,,,,,"Bronson Arroyo",978,276520
"Marco Estrada","TOR","P",33,33,186,,,,,,,"Marco Estrada",1118,462136
"Tommy Hunter","TBR","P",61,0,58.2,,,,,,,"Tommy Hunter",1157,488984
"Andrew Romine","DET","P",2,0,1,,,,,,,"Andrew Romine",1159,461865
"R.A. Dickey","ATL","P",31,31,190,,,,,,,"R.A. Dickey",1245,285079
"Matt Bush","TEX","P",57,0,52.1,,,,,,,"Matt Bush",1246,456713
"Adam Ottavino","COL","P",63,0,53.1,,,,,,,"Adam Ottavino",1247,493603
"Blake Wood","- - -","P",72,0,74.1,,,,,,,"Blake Wood",1345,502028
"Andrew Bailey","LAA","P",4,0,4,,,,,,,"Andrew Bailey",1368,457732
"Joaquín Benoit","- - -","P",52,0,50.1,,,,,,,"Joaquin Benoit",1437,276542
"John Lackey","CHC","P",31,30,170.2,,,,,,,"John Lackey",1507,407793
"Oliver Pérez","WSN","P",50,0,33,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","- - -","P",53,0,51.1,,,,,,,"Sean Doolittle",1581,448281
"Francisco Rodríguez","DET","P",28,0,25.1,,,,,,,"Francisco Rodriguez",1642,408061
"José Reyes","NYM","CF",1,0,1,,,,,,,"Jose Reyes",1736,408314
"Matt Belisle","MIN","P",62,0,60.1,,,,,,,"Matt Belisle",1837,279571
"Edwin Jackson","- - -","P",16,13,76,,,,,,,"Edwin Jackson",1841,429719
"Ryan Madson","- - -","P",60,0,59,,,,,,,"Ryan Madson",1852,425492
"José Bautista","TOR","1B",1,0,1,,,,,,,"Jose Bautista",1887,430832
"Matt Moore","SFG","P",32,31,174.1,,,,,,,"Matt Moore",1890,519043
"Iván Nova","PIT","P",31,31,187,,,,,,,"Ivan Nova",1994,467100
"Clayton Kershaw","LAD","P",27,27,175,,,,,,,"Clayton Kershaw",2036,477132
"Jorge De La Rosa","ARI","P",66,0,51.1,,,,,,,"Jorge De La Rosa",2047,407822
"Chad Qualls","COL","P",19,0,16.2,,,,,,,"Chad Qualls",2170,430589
"Adam Wainwright","STL","P",24,23,123.1,,,,,,,"Adam Wainwright",2233,425794
"Blaine Boyer","BOS","P",32,0,41.1,,,,,,,"Blaine Boyer",2237,430641
"Héctor Rondón","CHC","P",61,0,57.1,,,,,,,"Hector Rondon",2391,444468
"Corey Kluber","CLE","P",29,29,203.2,,,,,,,"Corey Kluber",2429,446372
"Lance Lynn","STL","P",33,33,186.1,,,,,,,"Lance Lynn",2520,458681
"Carlos Ruiz","SEA","1B",1,0,1,,,,,,,"Carlos Ruiz",2579,434563
"Carlos Ruiz","SEA","P",1,0,1,,,,,,,"Carlos Ruiz",2579,434563
"Jhoulys Chacín","SDP","P",32,32,180.1,,,,,,,"Jhoulys Chacin",2608,468504
"Brett Cecil","STL","P",73,0,67.1,,,,,,,"Brett Cecil",2660,446399
"Fabio Castillo","LAD","P",2,0,1.1,,,,,,,"Fabio Castillo",2826,503566
"Santiago Casilla","OAK","P",63,0,59,,,,,,,"Santiago Casilla",2873,433586
"Luis Avilán","LAD","P",61,0,46,,,,,,,"Luis Avilan",2882,501593
"Zach McAllister","CLE","P",50,0,62,,,,,,,"Zach McAllister",2895,502083
"Jeff Locke","MIA","P",7,7,32,,,,,,,"Jeff Locke",2929,502046
"Josh Ravin","LAD","P",14,0,16.2,,,,,,,"Josh Ravin",2951,502051
"Mitch Moreland","BOS","P",1,0,1,,,,,,,"Mitch Moreland",3086,519048
"Kenley Jansen","LAD","P",65,0,68.1,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","- - -","P",71,0,66.2,,,,,,,"Tony Watson",3132,453265
"Max Scherzer","WSN","P",31,31,200.2,,,,,,,"Max Scherzer",3137,453286
"David Price","BOS","P",16,11,74.2,,,,,,,"David Price",3184,456034
"Will Harris","HOU","P",46,0,45.1,,,,,,,"Will Harris",3192,501789
"Chris Young","KCR","P",14,2,30,,,,,,,"Chris Young",3196,432934
"Ervin Santana","MIN","P",33,33,211.1,,,,,,,"Ervin Santana",3200,429722
"Francisco Liriano","- - -","P",38,18,97,,,,,,,"Francisco Liriano",3201,434538
"Jean Machi","SEA","P",5,0,7.2,,,,,,,"Jean Machi",3220,466948
"T.J. McFarland","ARI","P",43,1,54,,,,,,,"T.J. McFarland",3237,519008
"Zack Britton","BAL","P",38,0,37.1,,,,,,,"Zack Britton",3240,502154
"Jeff Samardzija","SFG","P",32,32,207.2,,,,,,,"Jeff Samardzija",3254,502188
"Joe Smith","- - -","P",59,0,54,,,,,,,"Joe Smith",3281,501925
"Aníbal Sánchez","DET","P",28,17,105.1,,,,,,,"Anibal Sanchez",3284,434671
"Charlie Culberson","LAD","3B",1,0,1,,,,,,,"Charlie Culberson",3298,518586
"Chris Hatcher","- - -","P",49,0,59.2,,,,,,,"Chris Hatcher",3299,501822
"Darren O'Day","BAL","P",64,0,60.1,,,,,,,"Darren O'Day",3321,503285
"Matt Garza","MIL","P",24,22,114.2,,,,,,,"Matt Garza",3340,490063
"Miguel Montero","CHC","1B",1,0,2,,,,,,,"Miguel Montero",3364,471083
"Miguel Montero","CHC","P",1,0,1,,,,,,,"Miguel Montero",3364,471083
"Ubaldo Jiménez","BAL","P",31,25,142.2,,,,,,,"Ubaldo Jimenez",3374,434622
"Jumbo Díaz","TBR","P",31,0,30,,,,,,,"Jumbo Diaz",3397,471822
"Anthony Rizzo","CHC","3B",1,0,1,,,,,,,"Anthony Rizzo",3473,519203
"Danny Duffy","KCR","P",24,24,146.1,,,,,,,"Danny Duffy",3542,518633
"Clay Buchholz","PHI","P",2,2,7.1,,,,,,,"Clay Buchholz",3543,453329
"Liam Hendriks","OAK","P",70,0,64,,,,,,,"Liam Hendriks",3548,521230
"Clayton Richard","SDP","P",32,32,197.1,,,,,,,"Clayton Richard",3551,453385
"Tony Barnette","TEX","P",50,0,57.1,,,,,,,"Tony Barnette",3555,501817
"René Rivera","NYM","1B",1,0,5,,,,,,,"Rene Rivera",3648,425784
"Jim Johnson","ATL","P",61,0,56.2,,,,,,,"Jim Johnson",3656,462382
"Mat Latos","TOR","P",3,3,15,,,,,,,"Mat Latos",3815,502009
"Ricky Nolasco","LAA","P",33,33,181,,,,,,,"Ricky Nolasco",3830,445060
"Zach Duke","STL","P",27,0,18.1,,,,,,,"Zach Duke",3840,435043
"Rubby De La Rosa","ARI","P",9,0,7.2,,,,,,,"Rubby De La Rosa",3862,523989
"Josh Reddick","HOU","1B",1,0,1,,,,,,,"Josh Reddick",3892,502210
"Casey Fien","- - -","P",10,0,12,,,,,,,"Casey Fien",3926,502272
"Edward Mujica","DET","P",5,0,6.1,,,,,,,"Edward Mujica",3970,465629
"Edinson Volquez","MIA","P",17,17,92.1,,,,,,,"Edinson Volquez",3990,450172
"Enny Romero","WSN","P",53,0,55.2,,,,,,,"Enny Romero",4001,544836
"Yusmeiro Petit","LAA","P",60,1,91.1,,,,,,,"Yusmeiro Petit",4020,433589
"Héctor Santiago","MIN","P",15,14,70.1,,,,,,,"Hector Santiago",4026,502327
"Emilio Bonifácio","ATL","CF",1,0,1,,,,,,,"Emilio Bonifacio",4054,466988
"Brian Duensing","CHC","P",68,0,62.1,,,,,,,"Brian Duensing",4064,488846
"Pedro Strop","CHC","P",69,0,60.1,,,,,,,"Pedro Strop",4070,467008
"Junichi Tazawa","MIA","P",55,0,55.1,,,,,,,"Junichi Tazawa",4079,547749
"Dan Runzler","PIT","P",8,0,4,,,,,,,"Dan Runzler",4080,502130
"Erick Aybar","SDP","P",2,0,1.1,,,,,,,"Erick Aybar",4082,430947
"Luke Gregerson","HOU","P",65,0,61,,,,,,,"Luke Gregerson",4090,502381
"Derek Holland","CHW","P",29,26,135,,,,,,,"Derek Holland",4141,502706
"Jake Arrieta","CHC","P",30,30,168.1,,,,,,,"Jake Arrieta",4153,453562
"Edward Paredes","LAD","P",10,0,8.1,,,,,,,"Edward Paredes",4168,487675
"Jered Weaver","SDP","P",9,9,42.1,,,,,,,"Jered Weaver",4235,450308
"David Hernandez","- - -","P",64,0,55,,,,,,,"David Hernandez",4259,456696
"Mark Melancon","SFG","P",32,0,30,,,,,,,"Mark Melancon",4264,453343
"Matt Albers","WSN","P",63,0,61,,,,,,,"Matt Albers",4300,458006
"Justin Wilson","- - -","P",65,0,58,,,,,,,"Justin Wilson",4301,458677
"Tyler Chatwood","COL","P",33,25,147.2,,,,,,,"Tyler Chatwood",4338,543022
"Craig Breslow","- - -","P",37,0,35.1,,,,,,,"Craig Breslow",4363,444520
"Scott Van Slyke","LAD","RF",1,0,2.1,,,,,,,"Scott Van Slyke",4365,475100
"Jeremy Hellickson","- - -","P",30,30,164,,,,,,,"Jeremy Hellickson",4371,476451
"Jason Hammel","KCR","P",32,32,180.1,,,,,,,"Jason Hammel",4538,434628
"Chris Smith","OAK","P",14,9,55.2,,,,,,,"Chris Smith",4544,434672
"Brandon McCarthy","LAD","P",19,16,92.2,,,,,,,"Brandon McCarthy",4662,435221
"Charlie Morton","HOU","P",25,25,146.2,,,,,,,"Charlie Morton",4676,450203
"Pat Neshek","- - -","P",71,0,62.1,,,,,,,"Pat Neshek",4682,450212
"Nate Jones","CHW","P",11,0,11.2,,,,,,,"Nate Jones",4696,518858
"Chase Headley","NYY","2B",1,0,1,,,,,,,"Chase Headley",4720,452104
"Matt Cain","SFG","P",27,23,124.1,,,,,,,"Matt Cain",4732,430912
"Jonathan Broxton","STL","P",20,0,15.2,,,,,,,"Jonathan Broxton",4759,455009
"Félix Hernández","SEA","P",16,16,86.2,,,,,,,"Felix Hernandez",4772,433587
"Matt Shoemaker","LAA","P",14,14,77.2,,,,,,,"Matt Shoemaker",4776,533167
"Rich Hill","LAD","P",25,25,135.2,,,,,,,"Rich Hill",4806,448179
"Joe Blanton","WSN","P",51,0,44.1,,,,,,,"Joe Blanton",4849,430599
"Mike Montgomery","CHC","P",44,14,130.2,,,,,,,"Mike Montgomery",4869,543557
"Brandon Maurer","- - -","P",68,0,59.1,,,,,,,"Brandon Maurer",4878,543506
"Peter Moylan","KCR","P",79,0,59.1,,,,,,,"Peter Moylan",4891,493247
"Jon Lester","CHC","P",32,32,180.2,,,,,,,"Jon Lester",4930,452657
"Fernando Salas","- - -","P",61,0,58.2,,,,,,,"Fernando Salas",4971,477569
"Cole Hamels","TEX","P",24,24,148,,,,,,,"Cole Hamels",4972,430935
"Fernando Abad","BOS","P",48,0,43.2,,,,,,,"Fernando Abad",4994,472551
"Jake Diekman","TEX","P",11,0,10.2,,,,,,,"Jake Diekman",5003,518617
"Josh Fields","LAD","P",57,0,57,,,,,,,"Josh Fields",5070,451661
"Jeurys Familia","NYM","P",26,0,24.2,,,,,,,"Jeurys Familia",5114,544727
